id,red,green,blue,barony,county,duchy,kingdom,empire,terrain,culture,religion,holding,map red,map green,map blue
4739,172,159,197,,,,,,,,,,,,
4740,4,162,70,,,,,,,,,,,,
4741,46,165,198,,,,,,,,,,,,
4742,88,168,71,,,,,,,,,,,,
4743,130,171,199,,,,,,,,,,,,
4744,172,174,72,,,,,,,,,,,,
4745,4,177,200,,,,,,,,,,,,
4746,46,180,73,,,,,,,,,,,,
4747,88,183,201,,,,,,,,,,,,
4748,130,186,74,,,,,,,,,,,,
4749,172,189,202,,,,,,,,,,,,
4750,4,192,75,,,,,,,,,,,,
4751,46,195,203,,,,,,,,,,,,
4752,88,198,76,,,,,,,,,,,,
4753,130,201,204,,,,,,,,,,,,
4754,172,204,77,,,,,,,,,,,,
4755,4,207,205,,,,,,,,,,,,
4756,46,210,78,,,,,,,,,,,,
4757,88,0,206,,,,,,,,,,,,
4758,130,3,79,,,,,,,,,,,,
4759,172,6,207,,,,,,,,,,,,
4760,4,9,80,,,,,,,,,,,,
4761,46,12,208,,,,,,,,,,,,
4762,88,15,81,,,,,,,,,,,,
4763,130,18,209,,,,,,,,,,,,
4764,172,21,82,,,,,,,,,,,,
4765,4,24,210,,,,,,,,,,,,
4766,46,27,83,,,,,,,,,,,,
4767,88,30,211,,,,,,,,,,,,
4768,130,33,84,,,,,,,,,,,,
4769,172,36,212,,,,,,,,,,,,
4770,4,39,85,,,,,,,,,,,,
4771,46,42,213,,,,,,,,,,,,
4772,88,45,86,,,,,,,,,,,,
4773,130,48,214,,,,,,,,,,,,
4774,172,51,87,,,,,,,,,,,,
4775,4,54,215,,,,,,,,,,,,
4776,46,57,88,,,,,,,,,,,,
4777,88,60,216,,,,,,,,,,,,
4778,130,63,89,,,,,,,,,,,,
4779,172,66,217,,,,,,,,,,,,
4780,4,69,90,,,,,,,,,,,,
4781,46,72,218,,,,,,,,,,,,
4782,88,75,91,,,,,,,,,,,,
4783,130,78,219,,,,,,,,,,,,
4784,172,81,92,,,,,,,,,,,,
4785,4,84,220,,,,,,,,,,,,
4786,46,87,93,,,,,,,,,,,,
4787,88,90,221,,,,,,,,,,,,
4788,130,93,94,,,,,,,,,,,,
4789,172,96,222,,,,,,,,,,,,
4790,4,99,95,,,,,,,,,,,,
4791,46,102,223,,,,,,,,,,,,
4792,88,105,96,,,,,,,,,,,,
4793,130,108,224,,,,,,,,,,,,
4794,172,111,97,,,,,,,,,,,,
4795,4,114,225,,,,,,,,,,,,
4796,46,117,98,,,,,,,,,,,,
4797,88,120,226,,,,,,,,,,,,
4798,130,123,99,,,,,,,,,,,,
4799,172,126,227,,,,,,,,,,,,
4800,4,129,0,,,,,,,,,,,,
4801,46,132,128,,,,,,,,,,,,
4802,88,135,1,,,,,,,,,,,,
4803,130,138,129,,,,,,,,,,,,
4804,172,141,2,,,,,,,,,,,,
4805,4,144,130,,,,,,,,,,,,
4806,46,147,3,,,,,,,,,,,,
4807,88,150,131,,,,,,,,,,,,
4808,130,153,4,,,,,,,,,,,,
4809,172,156,132,,,,,,,,,,,,
4810,4,159,5,,,,,,,,,,,,
4811,46,162,133,,,,,,,,,,,,
4812,88,165,6,,,,,,,,,,,,
4813,130,168,134,,,,,,,,,,,,
4814,172,171,7,,,,,,,,,,,,
4815,4,174,135,,,,,,,,,,,,
4816,46,177,8,,,,,,,,,,,,
4817,88,180,136,,,,,,,,,,,,
4818,130,183,9,,,,,,,,,,,,
4819,172,186,137,,,,,,,,,,,,
4820,4,189,10,,,,,,,,,,,,
4821,46,192,138,,,,,,,,,,,,
4822,88,195,11,,,,,,,,,,,,
4823,130,198,139,,,,,,,,,,,,
4824,172,201,12,,,,,,,,,,,,
4825,4,204,140,,,,,,,,,,,,
4826,46,207,13,,,,,,,,,,,,
4827,88,210,141,,,,,,,,,,,,
4828,130,0,14,,,,,,,,,,,,
4829,172,3,142,,,,,,,,,,,,
4830,4,6,15,,,,,,,,,,,,
4831,46,9,143,,,,,,,,,,,,
4832,88,12,16,,,,,,,,,,,,
4833,130,15,144,,,,,,,,,,,,
4834,172,18,17,,,,,,,,,,,,
4835,4,21,145,,,,,,,,,,,,
4836,46,24,18,,,,,,,,,,,,
4837,88,27,146,,,,,,,,,,,,
4838,130,30,19,,,,,,,,,,,,
4839,172,33,147,,,,,,,,,,,,
4840,4,36,20,,,,,,,,,,,,
4841,46,39,148,,,,,,,,,,,,
4842,88,42,21,,,,,,,,,,,,
4843,130,45,149,,,,,,,,,,,,
4844,172,48,22,,,,,,,,,,,,
4845,4,51,150,,,,,,,,,,,,
4846,46,54,23,,,,,,,,,,,,
4847,88,57,151,,,,,,,,,,,,
4848,130,60,24,,,,,,,,,,,,
4849,172,63,152,,,,,,,,,,,,
4850,4,66,25,,,,,,,,,,,,
4851,46,69,153,,,,,,,,,,,,
4852,88,72,26,,,,,,,,,,,,
4853,130,75,154,,,,,,,,,,,,
4854,172,78,27,,,,,,,,,,,,
4855,4,81,155,,,,,,,,,,,,
4856,46,84,28,,,,,,,,,,,,
4857,88,87,156,,,,,,,,,,,,
4858,130,90,29,,,,,,,,,,,,
4859,172,93,157,,,,,,,,,,,,
4860,4,96,30,,,,,,,,,,,,
4861,46,99,158,,,,,,,,,,,,
4862,88,102,31,,,,,,,,,,,,
4863,130,105,159,,,,,,,,,,,,
4864,172,108,32,,,,,,,,,,,,
4865,4,111,160,,,,,,,,,,,,
4866,46,114,33,,,,,,,,,,,,
4867,88,117,161,,,,,,,,,,,,
4868,130,120,34,,,,,,,,,,,,
4869,172,123,162,,,,,,,,,,,,
4870,4,126,35,,,,,,,,,,,,
4871,46,129,163,,,,,,,,,,,,
4872,88,132,36,,,,,,,,,,,,
4873,130,135,164,,,,,,,,,,,,
4874,172,138,37,,,,,,,,,,,,
4875,4,141,165,,,,,,,,,,,,
4876,46,144,38,,,,,,,,,,,,
4877,88,147,166,,,,,,,,,,,,
4878,130,150,39,,,,,,,,,,,,
4879,172,153,167,,,,,,,,,,,,
4880,4,156,40,,,,,,,,,,,,
4881,46,159,168,,,,,,,,,,,,
4882,88,162,41,,,,,,,,,,,,
4883,130,165,169,,,,,,,,,,,,
4884,172,168,42,,,,,,,,,,,,
4885,4,171,170,,,,,,,,,,,,
4886,46,174,43,,,,,,,,,,,,
4887,88,177,171,,,,,,,,,,,,
4888,130,180,44,,,,,,,,,,,,
4889,172,183,172,,,,,,,,,,,,
4890,4,186,45,,,,,,,,,,,,
4891,46,189,173,,,,,,,,,,,,
4892,88,192,46,,,,,,,,,,,,
4893,130,195,174,,,,,,,,,,,,
4894,172,198,47,,,,,,,,,,,,
4895,4,201,175,,,,,,,,,,,,
4896,46,204,48,,,,,,,,,,,,
4897,88,207,176,,,,,,,,,,,,
4898,130,210,49,,,,,,,,,,,,
4899,172,0,177,,,,,,,,,,,,
4900,4,3,50,,,,,,,,,,,,
4901,46,6,178,,,,,,,,,,,,
4902,88,9,51,,,,,,,,,,,,
4903,130,12,179,,,,,,,,,,,,
4904,172,15,52,,,,,,,,,,,,
4905,4,18,180,,,,,,,,,,,,
4906,46,21,53,,,,,,,,,,,,
4907,88,24,181,,,,,,,,,,,,
4908,130,27,54,,,,,,,,,,,,
4909,172,30,182,,,,,,,,,,,,
4910,4,33,55,,,,,,,,,,,,
4911,46,36,183,,,,,,,,,,,,
4912,88,39,56,,,,,,,,,,,,
4913,130,42,184,,,,,,,,,,,,
4914,172,45,57,,,,,,,,,,,,
4915,4,48,185,,,,,,,,,,,,
4916,46,51,58,,,,,,,,,,,,
4917,88,54,186,,,,,,,,,,,,
4918,130,57,59,,,,,,,,,,,,
4919,172,60,187,,,,,,,,,,,,
4920,4,63,60,,,,,,,,,,,,
4921,46,66,188,,,,,,,,,,,,
4922,88,69,61,,,,,,,,,,,,
4923,130,72,189,,,,,,,,,,,,
4924,172,75,62,,,,,,,,,,,,
4925,4,78,190,,,,,,,,,,,,
4926,46,81,63,,,,,,,,,,,,
4927,88,84,191,,,,,,,,,,,,
4928,130,87,64,,,,,,,,,,,,
4929,172,90,192,,,,,,,,,,,,
4930,4,93,65,,,,,,,,,,,,
4931,46,96,193,,,,,,,,,,,,
4932,88,99,66,,,,,,,,,,,,
4933,130,102,194,,,,,,,,,,,,
4934,172,105,67,,,,,,,,,,,,
4935,4,108,195,,,,,,,,,,,,
4936,46,111,68,,,,,,,,,,,,
4937,88,114,196,,,,,,,,,,,,
4938,130,117,69,,,,,,,,,,,,
4939,172,120,197,,,,,,,,,,,,
4940,4,123,70,,,,,,,,,,,,
4941,46,126,198,,,,,,,,,,,,
4942,88,129,71,,,,,,,,,,,,
4943,130,132,199,,,,,,,,,,,,
4944,172,135,72,,,,,,,,,,,,
4945,4,138,200,,,,,,,,,,,,
4946,46,141,73,,,,,,,,,,,,
4947,88,144,201,,,,,,,,,,,,
4948,130,147,74,,,,,,,,,,,,
4949,172,150,202,,,,,,,,,,,,
4950,4,153,75,,,,,,,,,,,,
4951,46,156,203,,,,,,,,,,,,
4952,88,159,76,,,,,,,,,,,,
4953,130,162,204,,,,,,,,,,,,
4954,172,165,77,,,,,,,,,,,,
4955,4,168,205,,,,,,,,,,,,
4956,46,171,78,,,,,,,,,,,,
4957,88,174,206,,,,,,,,,,,,
4958,130,177,79,,,,,,,,,,,,
4959,172,180,207,,,,,,,,,,,,
4960,4,183,80,,,,,,,,,,,,
4961,46,186,208,,,,,,,,,,,,
4962,88,189,81,,,,,,,,,,,,
4963,130,192,209,,,,,,,,,,,,
4964,172,195,82,,,,,,,,,,,,
4965,4,198,210,,,,,,,,,,,,
4966,46,201,83,,,,,,,,,,,,
4967,88,204,211,,,,,,,,,,,,
4968,130,207,84,,,,,,,,,,,,
4969,172,210,212,,,,,,,,,,,,
4970,4,0,85,,,,,,,,,,,,
4971,46,3,213,,,,,,,,,,,,
4972,88,6,86,,,,,,,,,,,,
4973,130,9,214,,,,,,,,,,,,
4974,172,12,87,,,,,,,,,,,,
4975,4,15,215,,,,,,,,,,,,
4976,46,18,88,,,,,,,,,,,,
4977,88,21,216,,,,,,,,,,,,
4978,130,24,89,,,,,,,,,,,,
4979,172,27,217,,,,,,,,,,,,
4980,4,30,90,,,,,,,,,,,,
4981,46,33,218,,,,,,,,,,,,
4982,88,36,91,,,,,,,,,,,,
4983,130,39,219,,,,,,,,,,,,
4984,172,42,92,,,,,,,,,,,,
4985,4,45,220,,,,,,,,,,,,
4986,46,48,93,,,,,,,,,,,,
4987,88,51,221,,,,,,,,,,,,
4988,130,54,94,,,,,,,,,,,,
4989,172,57,222,,,,,,,,,,,,
4990,4,60,95,,,,,,,,,,,,
4991,46,63,223,,,,,,,,,,,,
4992,88,66,96,,,,,,,,,,,,
4993,130,69,224,,,,,,,,,,,,
4994,172,72,97,,,,,,,,,,,,
4995,4,75,225,,,,,,,,,,,,
4996,46,78,98,,,,,,,,,,,,
4997,88,81,226,,,,,,,,,,,,
4998,130,84,99,,,,,,,,,,,,
4999,172,87,227,,,,,,,,,,,,
5000,5,90,0,,,,,,,,,,,,
5001,47,93,128,,,,,,,,,,,,
5002,89,96,1,,,,,,,,,,,,
5003,131,99,129,,,,,,,,,,,,
5004,173,102,2,,,,,,,,,,,,
5005,5,105,130,,,,,,,,,,,,
5006,47,108,3,,,,,,,,,,,,
5007,89,111,131,,,,,,,,,,,,
5008,131,114,4,,,,,,,,,,,,
5009,173,117,132,,,,,,,,,,,,
5010,5,120,5,,,,,,,,,,,,
5011,47,123,133,,,,,,,,,,,,
5012,89,126,6,,,,,,,,,,,,
5013,131,129,134,,,,,,,,,,,,
5014,173,132,7,,,,,,,,,,,,
5015,5,135,135,,,,,,,,,,,,
5016,47,138,8,,,,,,,,,,,,
5017,89,141,136,,,,,,,,,,,,
5018,131,144,9,,,,,,,,,,,,
5019,173,147,137,,,,,,,,,,,,
5020,5,150,10,,,,,,,,,,,,
5021,47,153,138,,,,,,,,,,,,
5022,89,156,11,,,,,,,,,,,,
5023,131,159,139,,,,,,,,,,,,
5024,173,162,12,,,,,,,,,,,,
5025,5,165,140,,,,,,,,,,,,
5026,47,168,13,,,,,,,,,,,,
5027,89,171,141,,,,,,,,,,,,
5028,131,174,14,,,,,,,,,,,,
5029,173,177,142,,,,,,,,,,,,
5030,5,180,15,,,,,,,,,,,,
5031,47,183,143,,,,,,,,,,,,
5032,89,186,16,,,,,,,,,,,,
5033,131,189,144,,,,,,,,,,,,
5034,173,192,17,,,,,,,,,,,,
5035,5,195,145,,,,,,,,,,,,
5036,47,198,18,,,,,,,,,,,,
5037,89,201,146,,,,,,,,,,,,
5038,131,204,19,,,,,,,,,,,,
5039,173,207,147,,,,,,,,,,,,
5040,5,210,20,,,,,,,,,,,,
5041,47,0,148,,,,,,,,,,,,
5042,89,3,21,,,,,,,,,,,,
5043,131,6,149,,,,,,,,,,,,
5044,173,9,22,,,,,,,,,,,,
5045,5,12,150,,,,,,,,,,,,
5046,47,15,23,,,,,,,,,,,,
5047,89,18,151,,,,,,,,,,,,
5048,131,21,24,,,,,,,,,,,,
5049,173,24,152,,,,,,,,,,,,
5050,5,27,25,,,,,,,,,,,,
5051,47,30,153,,,,,,,,,,,,
5052,89,33,26,,,,,,,,,,,,
5053,131,36,154,,,,,,,,,,,,
5054,173,39,27,,,,,,,,,,,,
5055,5,42,155,,,,,,,,,,,,
5056,47,45,28,,,,,,,,,,,,
5057,89,48,156,,,,,,,,,,,,
5058,131,51,29,,,,,,,,,,,,
5059,173,54,157,,,,,,,,,,,,
5060,5,57,30,,,,,,,,,,,,
5061,47,60,158,,,,,,,,,,,,
5062,89,63,31,,,,,,,,,,,,
5063,131,66,159,,,,,,,,,,,,
5064,173,69,32,,,,,,,,,,,,
5065,5,72,160,,,,,,,,,,,,
5066,47,75,33,,,,,,,,,,,,
5067,89,78,161,,,,,,,,,,,,
5068,131,81,34,,,,,,,,,,,,
5069,173,84,162,,,,,,,,,,,,
5070,5,87,35,,,,,,,,,,,,
5071,47,90,163,,,,,,,,,,,,
5072,89,93,36,,,,,,,,,,,,
5073,131,96,164,,,,,,,,,,,,
5074,173,99,37,,,,,,,,,,,,
5075,5,102,165,,,,,,,,,,,,
5076,47,105,38,,,,,,,,,,,,
5077,89,108,166,,,,,,,,,,,,
5078,131,111,39,,,,,,,,,,,,
5079,173,114,167,,,,,,,,,,,,
5080,5,117,40,,,,,,,,,,,,
5081,47,120,168,,,,,,,,,,,,
5082,89,123,41,,,,,,,,,,,,
5083,131,126,169,,,,,,,,,,,,
5084,173,129,42,,,,,,,,,,,,
5085,5,132,170,,,,,,,,,,,,
5086,47,135,43,,,,,,,,,,,,
5087,89,138,171,,,,,,,,,,,,
5088,131,141,44,,,,,,,,,,,,
5089,173,144,172,,,,,,,,,,,,
5090,5,147,45,,,,,,,,,,,,
5091,47,150,173,,,,,,,,,,,,
5092,89,153,46,,,,,,,,,,,,
5093,131,156,174,,,,,,,,,,,,
5094,173,159,47,,,,,,,,,,,,
5095,5,162,175,,,,,,,,,,,,
5096,47,165,48,,,,,,,,,,,,
5097,89,168,176,,,,,,,,,,,,
5098,131,171,49,,,,,,,,,,,,
5099,173,174,177,,,,,,,,,,,,
5100,5,177,50,,,,,,,,,,,,
5101,47,180,178,,,,,,,,,,,,
5102,89,183,51,,,,,,,,,,,,
5103,131,186,179,,,,,,,,,,,,
5104,173,189,52,,,,,,,,,,,,
5105,5,192,180,,,,,,,,,,,,
5106,47,195,53,,,,,,,,,,,,
5107,89,198,181,,,,,,,,,,,,
5108,131,201,54,,,,,,,,,,,,
5109,173,204,182,,,,,,,,,,,,
5110,5,207,55,,,,,,,,,,,,
5111,47,210,183,,,,,,,,,,,,
5112,89,0,56,,,,,,,,,,,,
5113,131,3,184,,,,,,,,,,,,
5114,173,6,57,,,,,,,,,,,,
5115,5,9,185,,,,,,,,,,,,
5116,47,12,58,,,,,,,,,,,,
5117,89,15,186,,,,,,,,,,,,
5118,131,18,59,,,,,,,,,,,,
5119,173,21,187,,,,,,,,,,,,
5120,5,24,60,,,,,,,,,,,,
5121,47,27,188,,,,,,,,,,,,
5122,89,30,61,,,,,,,,,,,,
5123,131,33,189,,,,,,,,,,,,
5124,173,36,62,,,,,,,,,,,,
5125,5,39,190,,,,,,,,,,,,
5126,47,42,63,,,,,,,,,,,,
5127,89,45,191,,,,,,,,,,,,
5128,131,48,64,,,,,,,,,,,,
5129,173,51,192,,,,,,,,,,,,
5130,5,54,65,,,,,,,,,,,,
5131,47,57,193,,,,,,,,,,,,
5132,89,60,66,,,,,,,,,,,,
5133,131,63,194,,,,,,,,,,,,
5134,173,66,67,,,,,,,,,,,,
5135,5,69,195,,,,,,,,,,,,
5136,47,72,68,,,,,,,,,,,,
5137,89,75,196,,,,,,,,,,,,
5138,131,78,69,,,,,,,,,,,,
5139,173,81,197,,,,,,,,,,,,
5140,5,84,70,,,,,,,,,,,,
5141,47,87,198,,,,,,,,,,,,
5142,89,90,71,,,,,,,,,,,,
5143,131,93,199,,,,,,,,,,,,
5144,173,96,72,,,,,,,,,,,,
5145,5,99,200,,,,,,,,,,,,
5146,47,102,73,,,,,,,,,,,,
5147,89,105,201,,,,,,,,,,,,
5148,131,108,74,,,,,,,,,,,,
5149,173,111,202,,,,,,,,,,,,
5150,5,114,75,,,,,,,,,,,,
5151,47,117,203,,,,,,,,,,,,
5152,89,120,76,,,,,,,,,,,,
5153,131,123,204,,,,,,,,,,,,
5154,173,126,77,,,,,,,,,,,,
5155,5,129,205,,,,,,,,,,,,
5156,47,132,78,,,,,,,,,,,,
5157,89,135,206,,,,,,,,,,,,
5158,131,138,79,,,,,,,,,,,,
5159,173,141,207,,,,,,,,,,,,
5160,5,144,80,,,,,,,,,,,,
5161,47,147,208,,,,,,,,,,,,
5162,89,150,81,,,,,,,,,,,,
5163,131,153,209,,,,,,,,,,,,
5164,173,156,82,,,,,,,,,,,,
5165,5,159,210,,,,,,,,,,,,
5166,47,162,83,,,,,,,,,,,,
5167,89,165,211,,,,,,,,,,,,
5168,131,168,84,,,,,,,,,,,,
5169,173,171,212,,,,,,,,,,,,
5170,5,174,85,,,,,,,,,,,,
5171,47,177,213,,,,,,,,,,,,
5172,89,180,86,,,,,,,,,,,,
5173,131,183,214,,,,,,,,,,,,
5174,173,186,87,,,,,,,,,,,,
5175,5,189,215,,,,,,,,,,,,
5176,47,192,88,,,,,,,,,,,,
5177,89,195,216,,,,,,,,,,,,
5178,131,198,89,,,,,,,,,,,,
5179,173,201,217,,,,,,,,,,,,
5180,5,204,90,,,,,,,,,,,,
5181,47,207,218,,,,,,,,,,,,
5182,89,210,91,,,,,,,,,,,,
5183,131,0,219,,,,,,,,,,,,
5184,173,3,92,,,,,,,,,,,,
5185,5,6,220,,,,,,,,,,,,
5186,47,9,93,,,,,,,,,,,,
5187,89,12,221,,,,,,,,,,,,
5188,131,15,94,,,,,,,,,,,,
5189,173,18,222,,,,,,,,,,,,
5190,5,21,95,,,,,,,,,,,,
5191,47,24,223,,,,,,,,,,,,
5192,89,27,96,,,,,,,,,,,,
5193,131,30,224,,,,,,,,,,,,
5194,173,33,97,,,,,,,,,,,,
5195,5,36,225,,,,,,,,,,,,
5196,47,39,98,,,,,,,,,,,,
5197,89,42,226,,,,,,,,,,,,
5198,131,45,99,,,,,,,,,,,,
5199,173,48,227,,,,,,,,,,,,
5200,5,51,0,,,,,,,,,,,,
5201,47,54,128,,,,,,,,,,,,
5202,89,57,1,,,,,,,,,,,,
5203,131,60,129,,,,,,,,,,,,
5204,173,63,2,,,,,,,,,,,,
5205,5,66,130,,,,,,,,,,,,
5206,47,69,3,,,,,,,,,,,,
5207,89,72,131,,,,,,,,,,,,
5208,131,75,4,,,,,,,,,,,,
5209,173,78,132,,,,,,,,,,,,
5210,5,81,5,,,,,,,,,,,,
5211,47,84,133,,,,,,,,,,,,
5212,89,87,6,,,,,,,,,,,,
5213,131,90,134,,,,,,,,,,,,
5214,173,93,7,,,,,,,,,,,,
5215,5,96,135,,,,,,,,,,,,
5216,47,99,8,,,,,,,,,,,,
5217,89,102,136,,,,,,,,,,,,
5218,131,105,9,,,,,,,,,,,,
5219,173,108,137,,,,,,,,,,,,
5220,5,111,10,,,,,,,,,,,,
5221,47,114,138,,,,,,,,,,,,
5222,89,117,11,,,,,,,,,,,,
5223,131,120,139,,,,,,,,,,,,
5224,173,123,12,,,,,,,,,,,,
5225,5,126,140,,,,,,,,,,,,
5226,47,129,13,,,,,,,,,,,,
5227,89,132,141,,,,,,,,,,,,
5228,131,135,14,,,,,,,,,,,,
5229,173,138,142,,,,,,,,,,,,
5230,5,141,15,,,,,,,,,,,,
5231,47,144,143,,,,,,,,,,,,
5232,89,147,16,,,,,,,,,,,,
5233,131,150,144,,,,,,,,,,,,
5234,173,153,17,,,,,,,,,,,,
5235,5,156,145,,,,,,,,,,,,
5236,47,159,18,,,,,,,,,,,,
5237,89,162,146,,,,,,,,,,,,
5238,131,165,19,,,,,,,,,,,,
5239,173,168,147,,,,,,,,,,,,
5240,5,171,20,,,,,,,,,,,,
5241,47,174,148,,,,,,,,,,,,
5242,89,177,21,,,,,,,,,,,,
5243,131,180,149,,,,,,,,,,,,
5244,173,183,22,,,,,,,,,,,,
5245,5,186,150,,,,,,,,,,,,
5246,47,189,23,,,,,,,,,,,,
5247,89,192,151,,,,,,,,,,,,
5248,131,195,24,,,,,,,,,,,,
5249,173,198,152,,,,,,,,,,,,
5250,5,201,25,,,,,,,,,,,,
5251,47,204,153,,,,,,,,,,,,
5252,89,207,26,,,,,,,,,,,,
5253,131,210,154,,,,,,,,,,,,
5254,173,0,27,,,,,,,,,,,,
5255,5,3,155,,,,,,,,,,,,
5256,47,6,28,,,,,,,,,,,,
5257,89,9,156,,,,,,,,,,,,
5258,131,12,29,,,,,,,,,,,,
5259,173,15,157,,,,,,,,,,,,
5260,5,18,30,,,,,,,,,,,,
5261,47,21,158,,,,,,,,,,,,
5262,89,24,31,,,,,,,,,,,,
5263,131,27,159,,,,,,,,,,,,
5264,173,30,32,,,,,,,,,,,,
5265,5,33,160,,,,,,,,,,,,
5266,47,36,33,,,,,,,,,,,,
5267,89,39,161,,,,,,,,,,,,
5268,131,42,34,,,,,,,,,,,,
5269,173,45,162,,,,,,,,,,,,
5270,5,48,35,,,,,,,,,,,,
5271,47,51,163,,,,,,,,,,,,
5272,89,54,36,,,,,,,,,,,,
5273,131,57,164,,,,,,,,,,,,
5274,173,60,37,,,,,,,,,,,,
5275,5,63,165,,,,,,,,,,,,
5276,47,66,38,,,,,,,,,,,,
5277,89,69,166,,,,,,,,,,,,
5278,131,72,39,,,,,,,,,,,,
5279,173,75,167,,,,,,,,,,,,
5280,5,78,40,,,,,,,,,,,,
5281,47,81,168,,,,,,,,,,,,
5282,89,84,41,,,,,,,,,,,,
5283,131,87,169,,,,,,,,,,,,
5284,173,90,42,,,,,,,,,,,,
5285,5,93,170,,,,,,,,,,,,
5286,47,96,43,,,,,,,,,,,,
5287,89,99,171,,,,,,,,,,,,
5288,131,102,44,,,,,,,,,,,,
5289,173,105,172,,,,,,,,,,,,
5290,5,108,45,,,,,,,,,,,,
5291,47,111,173,,,,,,,,,,,,
5292,89,114,46,,,,,,,,,,,,
5293,131,117,174,,,,,,,,,,,,
5294,173,120,47,,,,,,,,,,,,
5295,5,123,175,,,,,,,,,,,,
5296,47,126,48,,,,,,,,,,,,
5297,89,129,176,,,,,,,,,,,,
5298,131,132,49,,,,,,,,,,,,
5299,173,135,177,,,,,,,,,,,,
5300,5,138,50,,,,,,,,,,,,
5301,47,141,178,,,,,,,,,,,,
5302,89,144,51,,,,,,,,,,,,
5303,131,147,179,,,,,,,,,,,,
5304,173,150,52,,,,,,,,,,,,
5305,5,153,180,,,,,,,,,,,,
5306,47,156,53,,,,,,,,,,,,
5307,89,159,181,,,,,,,,,,,,
5308,131,162,54,,,,,,,,,,,,
5309,173,165,182,,,,,,,,,,,,
5310,5,168,55,,,,,,,,,,,,
5311,47,171,183,,,,,,,,,,,,
5312,89,174,56,,,,,,,,,,,,
5313,131,177,184,,,,,,,,,,,,
5314,173,180,57,,,,,,,,,,,,
5315,5,183,185,,,,,,,,,,,,
5316,47,186,58,,,,,,,,,,,,
5317,89,189,186,,,,,,,,,,,,
5318,131,192,59,,,,,,,,,,,,
5319,173,195,187,,,,,,,,,,,,
5320,5,198,60,,,,,,,,,,,,
5321,47,201,188,,,,,,,,,,,,
5322,89,204,61,,,,,,,,,,,,
5323,131,207,189,,,,,,,,,,,,
5324,173,210,62,,,,,,,,,,,,
5325,5,0,190,,,,,,,,,,,,
5326,47,3,63,,,,,,,,,,,,
5327,89,6,191,,,,,,,,,,,,
5328,131,9,64,,,,,,,,,,,,
5329,173,12,192,,,,,,,,,,,,
5330,5,15,65,,,,,,,,,,,,
5331,47,18,193,,,,,,,,,,,,
5332,89,21,66,,,,,,,,,,,,
5333,131,24,194,,,,,,,,,,,,
5334,173,27,67,,,,,,,,,,,,
5335,5,30,195,,,,,,,,,,,,
5336,47,33,68,,,,,,,,,,,,
5337,89,36,196,,,,,,,,,,,,
5338,131,39,69,,,,,,,,,,,,
5339,173,42,197,,,,,,,,,,,,
5340,5,45,70,,,,,,,,,,,,
5341,47,48,198,,,,,,,,,,,,
5342,89,51,71,,,,,,,,,,,,
5343,131,54,199,,,,,,,,,,,,
5344,173,57,72,,,,,,,,,,,,
5345,5,60,200,,,,,,,,,,,,
5346,47,63,73,,,,,,,,,,,,
5347,89,66,201,,,,,,,,,,,,
5348,131,69,74,,,,,,,,,,,,
5349,173,72,202,,,,,,,,,,,,
5350,5,75,75,,,,,,,,,,,,
5351,47,78,203,,,,,,,,,,,,
5352,89,81,76,,,,,,,,,,,,
5353,131,84,204,,,,,,,,,,,,
5354,173,87,77,,,,,,,,,,,,
5355,5,90,205,,,,,,,,,,,,
5356,47,93,78,,,,,,,,,,,,
5357,89,96,206,,,,,,,,,,,,
5358,131,99,79,,,,,,,,,,,,
5359,173,102,207,,,,,,,,,,,,
5360,5,105,80,,,,,,,,,,,,
5361,47,108,208,,,,,,,,,,,,
5362,89,111,81,,,,,,,,,,,,
5363,131,114,209,,,,,,,,,,,,
5364,173,117,82,,,,,,,,,,,,
5365,5,120,210,,,,,,,,,,,,
5366,47,123,83,,,,,,,,,,,,
5367,89,126,211,,,,,,,,,,,,
5368,131,129,84,,,,,,,,,,,,
5369,173,132,212,,,,,,,,,,,,
5370,5,135,85,,,,,,,,,,,,
5371,47,138,213,,,,,,,,,,,,
5372,89,141,86,,,,,,,,,,,,
5373,131,144,214,,,,,,,,,,,,
5374,173,147,87,,,,,,,,,,,,
5375,5,150,215,,,,,,,,,,,,
5376,47,153,88,,,,,,,,,,,,
5377,89,156,216,,,,,,,,,,,,
5378,131,159,89,,,,,,,,,,,,
5379,173,162,217,,,,,,,,,,,,
5380,5,165,90,,,,,,,,,,,,
5381,47,168,218,,,,,,,,,,,,
5382,89,171,91,,,,,,,,,,,,
5383,131,174,219,,,,,,,,,,,,
5384,173,177,92,,,,,,,,,,,,
5385,5,180,220,,,,,,,,,,,,
5386,47,183,93,,,,,,,,,,,,
5387,89,186,221,,,,,,,,,,,,
5388,131,189,94,,,,,,,,,,,,
5389,173,192,222,,,,,,,,,,,,
5390,5,195,95,,,,,,,,,,,,
5391,47,198,223,,,,,,,,,,,,
5392,89,201,96,,,,,,,,,,,,
5393,131,204,224,,,,,,,,,,,,
5394,173,207,97,,,,,,,,,,,,
5395,5,210,225,,,,,,,,,,,,
5396,47,0,98,,,,,,,,,,,,
5397,89,3,226,,,,,,,,,,,,
5398,131,6,99,,,,,,,,,,,,
5399,173,9,227,,,,,,,,,,,,
5400,5,12,0,,,,,,,,,,,,
5401,47,15,128,,,,,,,,,,,,
5402,89,18,1,,,,,,,,,,,,
